inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9,,inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9
2.492626383,1.927514215,1.876786564,1.802621105,1.864291009,1.569684033,1.601460961,1.687517104,1.735234846,1.773521836,,,,,,,,,,,
2.068895834,0.806280563,0.977673796,1.021614348,1.495616269,1.189140261,1.222532046,0.922581776,0.908984327,1.000243886,,,,,,,,,,,
2.012862014,0.461344989,0.457521141,0.577155046,0.749594172,0.866602581,0.959873038,0.838535462,0.921936327,0.880490936,,,,,,,,,,,
1.887973798,0.440494306,-0.122510422,-0.091498285,0.738827266,0.959590335,0.673339673,0.73963662,0.640803351,0.525928718,,,,,,,,,,,
2.56847487,2.53474822,2.79517131,2.797625357,1.821624117,1.648897729,1.45724162,0.935707081,0.712392449,1.346853648,,,,,,,,,,,
1.728771461,1.442485028,1.414241092,1.525035274,1.055328815,1.180441257,1.255820154,1.304855867,1.190081459,1.366265692,,,,,,,,,,,
1.781842186,0.303077991,0.239508099,0.009167578,1.060034557,0.686052624,0.576303436,0.417191448,0.490644883,0.349718319,,,,,,,,,,,
2.57595711,1.910800362,1.60874335,1.647975888,2.453048883,2.296951716,2.341190816,1.837379603,2.030446006,1.78652022,,,,,,,,,,,
2.187174894,0.258650806,-0.273806528,-0.19547055,1.548597845,0.691742249,0.936606402,0.723362177,0.629421645,0.76242606,,,,,,,,,,,
2.468301409,1.794138671,0.98620444,0.889191282,1.698462408,1.496350763,1.424831161,1.725865892,1.609462035,1.610414807,,,,,,,,,,,
1.232864335,0.536641994,0.163180047,0.21263989,0.30713748,0.289502466,0.367256123,-0.078510642,0.040845198,0.164337934,,,,,,,,,,,
2.469240076,1.643885465,0.629719876,0.579147808,2.114402862,1.82933878,1.865656146,1.560707294,1.657500442,1.530061838,,,,,,,,,,,
2.348219183,2.168439408,1.400835272,1.313557731,1.583026815,1.325136232,1.388453609,1.34329853,1.220614035,1.315715219,,,,,,,,,,,
2.141549481,0.75162752,0.859303717,0.870102113,1.439296929,1.098825355,1.425429769,1.22897228,1.206424203,1.203559869,,,,,,,,,,,
1.535731354,0.355252548,0.486317247,0.281874858,0.476338551,0.609880877,0.461086264,0.440103879,0.279004329,0.434657151,,,,,,,,,,,
1.818113019,2.098500006,2.09841053,2.152634828,1.23187353,1.244522671,1.233068202,1.055735959,0.930834825,1.034443605,,,,,,,,,,,
2.799215531,0.607046959,0.450541867,0.655561361,2.230921063,1.944169455,1.906162136,1.285490904,1.153141441,1.30402286,,,,,,,,,,,
1.785469742,1.395306488,-0.27922289,-0.350228099,1.433883376,0.548821372,0.83006252,1.03119264,0.548042089,0.753124619,,,,,,,,,,,
2.195334413,0.987158988,0.058658914,0.3163568,1.126885482,0.880358143,0.939162391,0.694694012,0.546347804,1.035394841,,,,,,,,,,,
2.021597838,1.525630594,1.136884916,0.84458311,1.469840121,1.141644729,1.074501207,1.515488507,1.193243652,1.231872384,,,,,,,,,,,
2.178379458,1.883938617,1.762847201,1.748625325,1.995526423,1.923008466,2.005230255,1.044833034,1.164902503,0.997115701,,,,,,,,,,,
1.700402758,0.140673105,0.23827226,0.10678592,1.183992097,0.770275959,0.782517308,0.513807867,0.387911235,0.394354776,,,,,,,,,,,
1.927060781,1.393747694,0.215319515,0.280313572,1.388127278,1.146393262,1.08044571,1.278239741,1.168224168,0.989438623,,,,,,,,,,,
1.373515106,1.413168076,1.452645437,1.41529387,0.949963898,1.08633369,0.843036922,0.403612062,0.361830532,0.444729306,,,,,,,,,,,
1.973511307,2.191857539,2.183910918,1.852901296,1.947158752,1.711126545,1.739420383,1.520576929,1.458025575,1.499692727,,,,,,,,,,,
1.969160692,0.913392398,0.577099528,0.620027742,1.850704539,1.408423108,1.607051049,0.578545664,0.954735225,0.563571321,,,,,,,,,,,
2.598643264,1.229204994,1.135049734,1.071753197,1.699673782,1.636548909,1.598882254,0.883231834,1.200740854,0.871575221,,,,,,,,,,,
1.985665617,0.552404808,-0.075309279,0.023907498,0.865526321,0.690134111,0.709551738,0.713160327,1.032110155,0.694562591,,,,,,,,,,,
1.365220276,0.499882879,-0.004377791,-0.083889699,1.131723423,1.121887453,0.9598569,0.656214027,0.8871027,0.665517749,,,,,,,,,,,
1.395496508,1.138758079,0.52170448,0.565989233,1.28010641,1.184446758,1.317430738,0.936602542,0.948803693,1.121221199,,,,,,,,,,,
1.710431309,1.093807228,0.41555015,0.575464438,0.883778971,0.92319151,1.03339739,0.614019844,0.567386591,0.635054979,,,,,,,,,,,
1.843630807,0.714608393,0.827463272,0.80303274,1.020838693,0.97636581,0.852322767,0.759789498,0.701301081,0.752054472,,,,,,,,,,,
2.546782178,1.853235639,2.580098633,2.14272776,2.036150211,2.057340999,1.951960739,1.969026262,1.487606234,1.923456884,,,,,,,,,,,
1.658998639,0.41756665,0.357564155,0.550815538,0.985463205,0.973429531,1.027127254,0.64748694,0.529821819,0.423045715,,,,,,,,,,,
1.817331337,1.063887272,0.805771223,1.035209353,1.227242456,1.084753683,1.223866892,1.096099272,0.961989916,0.940780349,,,,,,,,,,,
1.746077486,1.227631943,1.178276654,1.216393482,1.735043608,1.560701501,1.564922257,1.223142283,1.140711302,1.191639897,,,,,,,,,,,
