inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9,,inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9
2.29944959,1.988288958,1.760306512,1.775091918,2.22398633,2.154524471,2.157951769,1.25594294,1.307439751,1.205921575,,,,,,,,,,,
1.876256382,0.398666551,0.489224783,0.380012326,1.385394352,0.97134889,0.970797406,0.78084593,0.642410023,0.665105652,,,,,,,,,,,
2.262898977,1.74865254,0.532264227,0.622873246,1.707507368,1.462648098,1.396531963,1.660593082,1.496638706,1.350583689,,,,,,,,,,,
1.665435065,1.689820476,1.74379978,1.729779596,1.290450801,1.312786852,1.146859279,0.678041772,0.625186567,0.720996127,,,,,,,,,,,
2.412985082,2.410085831,2.312741218,2.126887744,2.373949696,2.050953038,2.01421976,1.877455359,1.837681846,1.855677132,,,,,,,,,,,
2.147296893,1.160212798,0.881505221,0.897826006,2.092391411,1.672869362,1.793425277,0.844843729,1.24267177,0.837975592,,,,,,,,,,,
2.747391344,1.375503421,1.339663843,1.296347732,1.860361339,1.765048848,1.75173081,1.063113123,1.361141815,1.051057933,,,,,,,,,,,
2.1121813,0.654842085,0.177447029,0.287124485,1.006537408,0.83622237,0.877458001,0.884078658,1.211495728,0.869680968,,,,,,,,,,,
1.715042749,0.883892589,0.333424894,0.275085832,1.442041228,1.437098421,1.301500211,0.960732732,1.207572187,0.970824457,,,,,,,,,,,
1.529757021,1.394175204,0.769682035,0.869232446,1.452587991,1.350039562,1.442224208,1.07777415,1.086917037,1.253800466,,,,,,,,,,,
2.081111059,1.360666186,0.679017073,0.768623146,1.152294778,1.189902787,1.306077177,0.893517165,0.85474783,0.915761235,,,,,,,,,,,
2.068516662,0.923500822,1.019835543,1.009256019,1.280665615,1.201940242,1.076785448,0.993443265,0.972924136,0.986692746,,,,,,,,,,,
2.774215918,2.070154562,2.83488216,2.394529092,2.308271015,2.307058457,2.208224162,2.232237502,1.681525636,2.182936732,,,,,,,,,,,
1.943379323,0.800363665,0.739592999,0.920932928,1.291260979,1.287358883,1.349996473,1.00283577,0.874331191,0.785324334,,,,,,,,,,,
2.007397988,1.412677772,1.155226055,1.317781077,1.5031446,1.382964146,1.470168051,1.39044289,1.211886913,1.23542488,,,,,,,,,,,
2.149919065,1.692350489,1.572153688,1.505316519,2.135611194,2.139643613,2.045922174,1.583835824,1.489664748,1.549093322,,,,,,,,,,,
2.149760044,1.5969249,1.601363312,1.477210827,1.579062649,1.485831483,1.412254308,1.617333061,1.290857771,1.524111193,,,,,,,,,,,
2.770690644,2.232401168,2.282005825,2.276766882,2.087754953,2.264740055,2.271604631,2.004458633,1.584754694,1.636978833,,,,,,,,,,,
2.682210086,2.48063582,1.6590307,1.892501145,2.506886903,2.427484791,2.40438519,2.572015297,2.504457949,2.592298774,,,,,,,,,,,
2.433312806,1.365284287,0.434768044,0.563267395,1.311064943,1.329235299,1.376937615,1.209133958,1.284514528,1.338543227,,,,,,,,,,,
2.497288323,1.84497655,1.506484609,1.45635111,2.089148167,2.023867479,2.008920673,1.778321583,1.397415812,1.711649034,,,,,,,,,,,
2.170613097,1.190294757,1.348333877,1.088066043,1.748155839,1.692558167,1.737023793,1.678034542,1.705949329,1.680874423,,,,,,,,,,,
2.759181969,2.12084534,1.796460309,1.58080546,2.508195312,2.917797784,2.704099867,2.027052695,1.879274133,2.228870456,,,,,,,,,,,
1.819038568,1.654839931,1.215644334,1.070604175,1.577966392,1.188211287,1.011085838,0.857859812,0.892653234,0.765369446,,,,,,,,,,,
2.21851767,1.37112316,1.435638823,1.299255265,1.644337545,1.65913581,1.575438747,0.577908635,0.424000091,1.046015698,,,,,,,,,,,
2.36506076,0.345785092,0.021017572,-0.006515302,1.379306074,0.919942379,0.893318985,0.689305012,0.932987412,0.426072199,,,,,,,,,,,
2.093301924,1.142550978,0.890646815,0.914343,1.751267075,1.420720917,1.419323282,1.029739568,0.960296898,1.100908016,,,,,,,,,,,
2.746778738,2.139101415,2.123365457,2.035935676,2.444244251,2.601317319,2.410299501,1.945842507,1.78619848,1.820897848,,,,,,,,,,,
3.648068652,3.477332912,3.312324392,3.323176795,2.980571161,2.249962426,2.268530489,2.356751863,2.58054551,2.355174674,,,,,,,,,,,
3.355073894,2.348219845,0.634789992,1.177836994,2.123401369,1.619779527,1.990124913,1.753317708,1.876944515,1.880671207,,,,,,,,,,,
2.140813015,1.449987269,0.776512205,0.74743967,1.116761711,1.095030285,1.38257573,0.968350828,0.785559497,1.299787809,,,,,,,,,,,
2.179163804,1.24480055,0.916894043,1.104650847,1.145107057,1.614928495,1.489319697,0.617214024,1.055877451,0.525253806,,,,,,,,,,,
1.87732964,1.479700102,0.565293333,0.538918322,1.525100897,1.288755746,1.215604783,1.071124073,0.995607364,1.229480238,,,,,,,,,,,
1.902388154,1.44578871,0.962053091,0.987809462,1.629389002,1.339738138,1.22936212,0.965070407,0.852684944,0.927348066,,,,,,,,,,,
2.561630864,0.902707879,0.974097865,1.337186801,2.32582111,2.046521191,2.149050727,1.485825714,1.353484715,1.566119247,,,,,,,,,,,
2.023603039,1.506185897,0.484974449,0.606310082,1.584696909,0.721256515,0.735101875,1.09159401,0.820084865,1.153201905,,,,,,,,,,,
2.291132331,0.802669275,-0.684612774,-0.242612083,0.413941756,0.153992743,0.428347819,0.201159025,0.452610488,0.27370503,,,,,,,,,,,
2.571014131,1.969424873,0.531479751,0.557582124,1.76798704,1.373394482,1.467214621,0.88449916,0.878413469,0.932530348,,,,,,,,,,,
2.177540371,1.371114489,0.859930349,0.824196258,1.898737115,1.673337167,1.638680909,0.947172633,1.005064497,0.960227029,,,,,,,,,,,
2.129373085,1.355601709,1.329060452,1.231593395,1.408814378,1.570720377,1.442122095,1.306004368,1.393578672,1.324815588,,,,,,,,,,,
1.390062508,0.611153092,0.303744488,0.320047233,1.023809187,1.034990166,1.15503961,0.625872974,0.608635116,0.597462656,,,,,,,,,,,
2.064444705,1.67048183,1.274652573,1.167533569,1.527603271,1.346024766,1.420494728,1.166128703,0.99452747,1.231845344,,,,,,,,,,,
2.902130027,1.425006266,1.265905578,1.105760197,2.42778422,1.98188972,1.883403501,1.226627879,1.374537381,1.303021067,,,,,,,,,,,
2.562407478,1.601140004,1.323320785,1.136238865,2.513821591,2.382187804,2.358678017,1.496810988,1.591134263,1.455133711,,,,,,,,,,,
2.511013514,1.555838581,0.981243663,1.172789989,1.585927378,1.411725954,1.395320792,1.420810205,1.368478629,1.516984759,,,,,,,,,,,
3.134456774,2.028019641,1.565272156,1.524986282,2.100505565,2.007443607,2.151228438,2.077651698,1.967681151,2.050128431,,,,,,,,,,,
2.100719258,-0.43417107,-0.364020742,-0.138819593,-0.006178804,0.10243803,0.265844973,-0.192436564,0.511398316,-0.304712751,,,,,,,,,,,
2.465635736,1.88124535,1.590548197,1.81839623,1.980334593,1.955283747,1.940245544,1.402162554,1.462637418,1.456257798,,,,,,,,,,,
2.42497429,1.223341263,-0.941669157,-1.15174501,0.623677148,0.621348761,0.846880656,1.098370608,0.908053216,0.890829074,,,,,,,,,,,
2.203155381,1.643920569,1.741270964,1.563049336,2.13608539,1.751709432,1.775014145,1.406438555,1.399332479,1.500032726,,,,,,,,,,,
2.492260246,0.868325633,1.217549279,1.157315921,1.071124523,1.010984164,1.010250928,1.123057981,1.163191203,0.777516196,,,,,,,,,,,
2.075089433,1.179717912,1.24293359,1.131634552,1.572279069,1.652600504,1.388595148,1.474390707,1.393747592,1.408722079,,,,,,,,,,,
2.225616026,1.149169375,0.683681863,0.312668708,2.075712328,1.867464983,1.921448466,0.987838701,0.84848273,0.692266717,,,,,,,,,,,
1.976599806,1.968279066,2.034895269,2.020634984,1.882844814,1.99467525,1.88406276,1.343232367,1.242171035,1.2510342,,,,,,,,,,,
1.972676367,1.104301886,-0.1729307,-0.370886131,1.687181573,1.014676223,1.094275792,0.57394947,0.93776593,0.528656866,,,,,,,,,,,
2.841389948,1.351897264,1.436070996,1.452044405,2.41924714,2.019639763,2.044636366,1.531847058,1.546815562,1.499841614,,,,,,,,,,,
2.718703068,1.910014454,1.118695905,1.188773263,2.68257644,2.542494584,2.569247426,2.469724421,2.218419856,2.424691745,,,,,,,,,,,
2.399902093,1.350281583,0.945895323,1.018879125,2.188890448,1.784730718,1.776117714,1.248188026,1.383215821,1.323315171,,,,,,,,,,,
2.796857563,2.335729892,2.157130714,2.136579583,2.445301898,2.217831571,2.154067141,2.149029874,1.821435272,2.223307969,,,,,,,,,,,
2.736412292,2.069673841,1.148329439,1.365114759,2.079929878,1.648075956,1.650027387,1.364700928,1.554771843,1.310335647,,,,,,,,,,,
