inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs0,abs1,abs2,abs3
0.933705552,0.745828634,0.846150954,0.7073026,0.875267286,0.736496577,0.973804243,0.760252905,0.433705552,0.346150954,0.375267286,0.473804243
0.628404455,0.627149639,0.62470434,0.670174096,0.636370696,0.694182869,0.622906684,0.637427792,0.128404455,0.12470434,0.136370696,0.122906684
0.43961937,0.647774236,0.459012015,0.674080479,0.43141768,0.644044038,0.419213245,0.652363436,0.06038063,0.040987985,0.06858232,0.080786755
0.543067734,0.644621833,0.536364312,0.653475228,0.549038874,0.645377089,0.515944565,0.639934857,0.043067734,0.036364312,0.049038874,0.015944565
0.593143532,0.802484776,0.589110929,0.820622377,0.521367941,0.785671359,0.604219203,0.820987521,0.093143532,0.089110929,0.021367941,0.104219203
0.623927888,0.691947518,0.711854449,0.730370008,0.687998803,0.719844203,0.65265967,0.711575683,0.123927888,0.211854449,0.187998803,0.15265967
0.652632004,0.858382718,0.595189776,0.852847128,0.646196478,0.881477239,0.723757328,0.887250511,0.152632004,0.095189776,0.146196478,0.223757328
0.681485729,0.616236097,0.498196286,0.537767771,0.496095031,0.487315079,0.664845616,0.601595315,0.181485729,0.001803714,0.003904969,0.164845616
0.318772871,0.800735636,0.421787295,0.811428148,0.361881599,0.768079328,0.311879419,0.79639099,0.181227129,0.078212705,0.138118401,0.188120581
0.680188773,0.828767032,0.647216105,0.805517088,0.621111769,0.805595356,0.692025474,0.831055129,0.180188773,0.147216105,0.121111769,0.192025474
0.565243832,0.764564539,0.543465396,0.741864161,0.546629356,0.772673653,0.54236162,0.745717065,0.065243832,0.043465396,0.046629356,0.04236162
0.340871137,0.746901599,0.4307302,0.778870524,0.319983162,0.794287948,0.318672809,0.742329743,0.159128863,0.0692698,0.180016838,0.181327191
0.174141879,0.590704697,0.265654963,0.623360619,0.208816685,0.631831317,0.220794074,0.586263581,0.325858121,0.234345037,0.291183315,0.279205926
0.153300167,0.680410157,0.333337075,0.705951717,0.356030754,0.724076482,0.178708709,0.711269369,0.346699833,0.166662925,0.143969246,0.321291291
0.363418603,0.702072006,0.451176475,0.687763989,0.487233564,0.711160419,0.330479975,0.694473556,0.136581397,0.048823525,0.012766436,0.169520025
0.530996856,0.642541161,0.597418606,0.670359383,0.556598566,0.639959683,0.514493748,0.66536828,0.030996856,0.097418606,0.056598566,0.014493748
0.558643449,0.604138242,0.572975686,0.573665197,0.625881512,0.637635635,0.482571816,0.641309512,0.058643449,0.072975686,0.125881512,0.017428184
0.524988288,0.530903317,0.412269661,0.5383799,0.427325552,0.514774098,0.513913596,0.515037043,0.024988288,0.087730339,0.072674448,0.013913596
0.56716485,0.778959239,0.472839688,0.739023331,0.524343278,0.782575955,0.573345426,0.779396809,0.06716485,0.027160312,0.024343278,0.073345426
0.274247295,0.739873686,0.198067378,0.727214102,0.154895084,0.718982975,0.281636214,0.726204822,0.225752705,0.301932622,0.345104916,0.218363786
0.308900362,0.941113262,0.308040692,0.93574034,0.33276275,0.93834162,0.350736113,0.953512537,0.191099638,0.191959308,0.16723725,0.149263887
0.048651356,0.760530859,0.133958925,0.758288326,0.147601903,0.76674341,0.048528733,0.743531811,0.451348644,0.366041075,0.352398097,0.451471267
0.390407444,0.581005391,0.490993643,0.652771901,0.495841399,0.614080504,0.318643789,0.551693201,0.109592556,0.009006357,0.004158601,0.181356211
0.308676623,0.767723949,0.435846334,0.794942486,0.406495022,0.775222842,0.327055433,0.768822585,0.191323377,0.064153666,0.093504978,0.172944567
0.129486016,0.565131736,0.406426106,0.65873566,0.394848301,0.680412275,0.121100031,0.579509897,0.370513984,0.093573894,0.105151699,0.378899969
0.51727677,0.625344962,0.585389621,0.712721627,0.56238246,0.656866156,0.538781642,0.61152751,0.01727677,0.085389621,0.06238246,0.038781642
0.367331896,0.514354785,0.484674287,0.544382853,0.523355202,0.557912059,0.358362394,0.496791129,0.132668104,0.015325713,0.023355202,0.141637606
0.404806306,0.634673505,0.460237562,0.672538982,0.401772043,0.686519805,0.417903303,0.618698254,0.095193694,0.039762438,0.098227957,0.082096697
0.329552733,0.731794012,0.494930295,0.776609618,0.365545825,0.739981669,0.322603163,0.725178655,0.170447267,0.005069705,0.134454175,0.177396837
0.599719875,0.664437125,0.643366356,0.643068017,0.630856728,0.616167415,0.610489354,0.653663542,0.099719875,0.143366356,0.130856728,0.110489354
0.647800335,0.57862051,0.628248339,0.580786937,0.570435965,0.536594234,0.638726801,0.580382434,0.147800335,0.128248339,0.070435965,0.138726801
0.819720856,0.592002043,0.688073488,0.615068789,0.788149766,0.655354848,0.826927555,0.584435553,0.319720856,0.188073488,0.288149766,0.326927555
0.61652403,0.584194466,0.745798532,0.638815319,0.753960518,0.649509607,0.615912996,0.568986745,0.11652403,0.245798532,0.253960518,0.115912996
0.452601027,0.643725246,0.520954191,0.674820222,0.524824396,0.679507928,0.430314796,0.641073325,0.047398973,0.020954191,0.024824396,0.069685204
0.378918824,0.681987872,0.361799467,0.713012298,0.37079753,0.718446703,0.459879892,0.696218914,0.121081176,0.138200533,0.12920247,0.040120108
0.550948202,0.73462389,0.556006887,0.711949398,0.67718204,0.770973294,0.544613378,0.707550518,0.050948202,0.056006887,0.17718204,0.044613378
0.479570836,0.689957191,0.445067189,0.611989637,0.518752972,0.67060925,0.50606246,0.675310738,0.020429164,0.054932811,0.018752972,0.00606246
0.442988866,0.630840107,0.45877622,0.660998247,0.487356517,0.661261449,0.44524207,0.621267863,0.057011134,0.04122378,0.012643483,0.05475793
0.630357601,0.531270358,0.44492657,0.478900826,0.513934509,0.51780065,0.595258984,0.518914803,0.130357601,0.05507343,0.013934509,0.095258984
0.343614264,0.724328577,0.410699836,0.809330959,0.40699059,0.803831462,0.383545932,0.736511441,0.156385736,0.089300164,0.09300941,0.116454068
0.411412596,0.702578057,0.274479434,0.681124404,0.292134017,0.688184462,0.405902657,0.66872065,0.088587404,0.225520566,0.207865983,0.094097343
0.446399906,0.677609716,0.408374377,0.681867536,0.45424462,0.676263672,0.438311091,0.680284244,0.053600094,0.091625623,0.04575538,0.061688909
0.275224964,0.774669915,0.302632677,0.777892283,0.20573917,0.728944165,0.247309687,0.771348822,0.224775036,0.197367323,0.29426083,0.252690313
0.640566347,0.653435331,0.779646861,0.67306397,0.720559895,0.670598661,0.720388292,0.61020191,0.140566347,0.279646861,0.220559895,0.220388292
0.817181845,0.941993716,0.874150656,0.900301125,0.770835598,0.911593378,0.749760227,0.936459043,0.317181845,0.374150656,0.270835598,0.249760227
0.522598668,0.57036058,0.543706106,0.584877386,0.605115999,0.622688259,0.564939928,0.561862489,0.022598668,0.043706106,0.105115999,0.064939928
0.428075887,0.753114747,0.407977465,0.764892145,0.46780656,0.720577085,0.471773483,0.759763411,0.071924113,0.092022535,0.03219344,0.028226517
0.467181226,0.58688319,0.443287392,0.597224675,0.448508451,0.596892278,0.5072924,0.62211472,0.032818774,0.056712608,0.051491549,0.0072924
