inf0,ylag0,inf1,ylag1,inf2,ylag2,inf3,ylag3,abs
0.739422195,0.877402524,0.642046419,0.78851656,0.6852237,0.890737208,0.72524237,0.871294268,0.1852237
0.802049768,0.762713242,0.544424861,0.740787508,0.363656766,0.70088439,0.806964373,0.746872314,0.136343234
0.753434553,0.921293983,0.367611831,0.806677943,0.134074067,0.730445494,0.762750755,0.953623139,0.365925933
0.722150586,0.87818555,0.404281471,0.771242701,0.260236195,0.724654161,0.703419241,0.873548652,0.239763805
0.978879624,0.783666596,0.865877431,0.721922948,0.741341329,0.71945533,0.971437684,0.799810482,0.241341329
1.169486222,0.65379615,0.82942796,0.613545362,0.636045231,0.5740124,1.09745089,0.68931032,0.136045231
1.25128813,0.695940573,0.885475928,0.570921141,0.693634481,0.588496273,1.25517108,0.682910199,0.193634481
0.751793466,0.896708696,0.490056704,0.842116732,0.553227463,0.871047624,0.778175947,0.898663199,0.053227463
0.765617562,0.870534476,0.562142595,0.804502028,0.438527049,0.798829284,0.799922441,0.865700886,0.061472951
0.690967058,1.003438357,0.712003812,1.001645314,0.595572593,0.974721934,0.659432908,1.009318542,0.095572593
0.514508252,0.845378126,0.399818021,0.818655531,0.198017637,0.778254325,0.509967658,0.829303796,0.301982363
0.855099075,0.747412764,0.6747211,0.694673252,0.727273468,0.679613282,0.826930662,0.736287975,0.227273468
0.851849662,0.901774963,0.622149059,0.831310032,0.554269159,0.834700024,0.84804354,0.895299459,0.054269159
0.767624152,0.878878007,0.122902896,0.715684903,0.225855023,0.765344524,0.727709953,0.879273495,0.274144977
0.91057737,0.851140128,0.636340542,0.781242652,0.454263621,0.720404098,0.886801322,0.829202602,0.045736379
0.812316494,0.795911352,0.621277902,0.670940756,0.488392722,0.640698004,0.782025813,0.785031662,0.011607278
0.76955794,0.817432698,0.653285851,0.723277075,0.915318768,0.749264435,0.776189602,0.798530316,0.415318768
0.454641071,0.846548253,0.251027815,0.773975158,0.129719424,0.775162084,0.469889539,0.84637839,0.370280576
0.691462819,0.779712695,0.54963945,0.722077359,0.297649864,0.671488141,0.693924404,0.765308227,0.202350136
1.055453223,0.740522641,0.619806894,0.600891596,0.486796835,0.586428277,1.027828471,0.732859182,0.013203165
0.866100797,0.715441772,0.664093312,0.707560933,0.832793117,0.725626852,0.891534437,0.711779412,0.332793117
0.897131786,0.773110593,0.667842127,0.690929178,0.582642616,0.680134011,0.91755768,0.757452133,0.082642616
1.115867131,0.814708604,0.906591753,0.747866476,0.75785013,0.744917446,1.089753218,0.813077204,0.25785013
0.645706588,0.827711789,0.032279463,0.710242366,0.001867805,0.71628501,0.683865238,0.824727484,0.498132195
0.843852145,0.835141209,0.677278839,0.798664215,0.697690197,0.815904152,0.862467527,0.813236593,0.197690197
0.901546326,0.807760684,0.488901446,0.72735614,0.062646919,0.601629484,0.982458703,0.775455236,0.437353081
0.761785631,0.77712654,0.726538328,0.729406058,0.755542673,0.747254552,0.782643482,0.77397596,0.255542673
0.990826583,0.612405739,0.641975428,0.53370232,0.441832216,0.511407353,0.957643015,0.61263922,0.058167784
0.7388122,0.860929476,0.623975333,0.859086854,0.610129673,0.845377828,0.732085952,0.868298608,0.110129673
0.80328158,0.821023799,0.471041487,0.740669046,0.385950054,0.727843165,0.834883864,0.779779087,0.114049946
0.616373724,0.728576019,0.465506575,0.696367238,0.341202391,0.657065938,0.604143565,0.727442168,0.158797609
0.685410762,0.893341705,0.431656509,0.856559731,0.447214622,0.84429404,0.679811232,0.894804373,0.052785378
0.997240446,0.794079003,0.836269973,0.718751405,0.605840277,0.698238703,1.023556582,0.760414189,0.105840277
1.094869933,0.953998738,0.955945793,0.90531959,0.906811139,0.924693628,1.102910767,0.933972369,0.406811139
0.847733673,0.777186783,0.592813087,0.649866532,0.518728361,0.643720508,0.849155939,0.746071696,0.018728361
1.019317109,0.838486916,0.865297128,0.793578653,0.946117276,0.813810824,1.011288727,0.832207619,0.446117276
0.950893645,0.784931907,0.538989134,0.726113254,0.620506744,0.689518827,1.033646808,0.810720416,0.120506744
